conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,
1.91883002948141E+018,Sun May 04 19:03:17 +0000 2025,0,@GenZNusantara Bandung semangat dengan kolaborasi BPOM program MBG makin terjaga kualitas gizinya untuk masa depan anak-anak kita,1.91910556877967E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919105568779665453,1.68663299541817E+018,,
1.91883002948141E+018,Sun May 04 18:53:10 +0000 2025,0,@GenZNusantara Bandung semangat dengan kolaborasi BPOM program MBG makin terjaga kualitas gizinya untuk masa depan anak-anak kita,1.91910302389831E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919103023898313124,1.68663299541817E+018,,
1.9184735828306E+018,Sun May 04 18:49:31 +0000 2025,0,@mkhasanmalik @txtdrimedia Program ini bagus harus kita dukung dan untuk mitra bermasalah pasti diberhentikan oleh BGN. Lanjutkan MBG,1.91910210360538E+018,,mkhasanmalik,in,,0,0,0,https://x.com/undefined/status/1919102103605379525,1.89699274950702E+018,,
1.9188297658987E+018,Sun May 04 18:47:15 +0000 2025,0,@GenZNusantara Makin yakin program MBG bakal sukses karena BPOM dan puskesmas bener-bener terjun sampai ke lapangan,1.91910153179152E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919101531791515660,1.69495105145419E+018,,
1.91883002948141E+018,Sun May 04 18:19:41 +0000 2025,0,@GenZNusantara Step by step Indonesia makin sehat bareng program MBG yang dikawal penuh pengawasan,1.91909459662311E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919094596623106474,1.69641803594564E+018,,
1.9188297658987E+018,Sun May 04 18:06:51 +0000 2025,0,@GenZNusantara Bandung selalu terdepan kolaborasi BPOM dan MBG fokus ke pencegahan risiko biar program berjalan lancar,1.91909136526838E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919091365268382135,1.68703222432633E+018,,
1.91883002948141E+018,Sun May 04 17:59:04 +0000 2025,0,@GenZNusantara Bandung terus sukseskan program MBG BPOM hadir jadi jaminan mutu dan keamanan pangan,1.91908940934693E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919089409346933191,1.68736432748827E+018,,
1.9188297658987E+018,Sun May 04 17:57:22 +0000 2025,0,@GenZNusantara Pengawasan maksimal sama BPOM bikin program MBG bebas was-was soal keamanan pangan,1.91908897943103E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919088979431026872,1.69607334933474E+018,,
1.91883002948141E+018,Sun May 04 17:56:43 +0000 2025,0,@GenZNusantara Bombana Sulteng rame-rame yakin dukungan BPOM bikin program MBG tepat sasaran dan aman buat keluarga,1.91908881800041E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919088818000408600,1.68628573081189E+018,,
1.91892849343119E+018,Sun May 04 17:53:01 +0000 2025,0,@kompascom Sdh tau gitu malah bikin program pemborosan. IKN &amp, MBG,1.91908788425193E+018,,kompascom,in,,0,0,0,https://x.com/undefined/status/1919087884251930684,1.60475698801321E+018,
1.91883002948141E+018,Sun May 04 17:50:04 +0000 2025,0,@GenZNusantara Karanganyar siap dukung penuh Program MBG yang dipantau ketat BPOM yang kualitas pengawasannya udah terpercaya,1.91908714311022E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919087143110222319,1.6873669922135E+018,,
1.91883002948141E+018,Sun May 04 17:48:45 +0000 2025,0,@GenZNusantara Bandung terus sukseskan program MBG BPOM hadir jadi jaminan mutu dan keamanan pangan,1.9190868128169E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919086812816896450,1.68736432748827E+018,,
1.9188297658987E+018,Sun May 04 17:45:23 +0000 2025,0,@GenZNusantara Nggak hanya berikan makanan sehat Program MBG juga edukasi masyarakat lewat pengawasan BPOM,1.91908596603753E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919085966037532899,1.6960537788884E+018,,
1.91883002948141E+018,Sun May 04 17:32:31 +0000 2025,0,@GenZNusantara Tasikmalaya makin cinta MBG keberadaan BPOM bikin program lebih terpercaya dan aman,1.91908272546354E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919082725463535872,1.68663785411249E+018,,
1.9188297658987E+018,Sun May 04 17:32:23 +0000 2025,0,@GenZNusantara Kerja keras tanpa pamrih dari BPOM dan Puskesmas buat jadiin MBG program yang keren dan bermanfaat,1.91908269161154E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919082691611541552,1.69498851962483E+018,,
1.91883002948141E+018,Sun May 04 17:31:09 +0000 2025,0,@GenZNusantara Program MBG dibantu BPOM dan puskesmas Sulteng asli bikin bangga makin semangat hidup sehat bareng masyarakat Bombana,1.91908238377876E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919082383778759013,1.68661405339188E+018,,
1.91883282378963E+018,Sun May 04 17:23:27 +0000 2025,5,@imstudyrn Cok iya we. Gua sampe detik ini aja masi bingung bnget napa orang lebih milih program mbg yg jelas jelas itu ga nalar dr pd pendidikan gratiss. KEK LO PADA ANEHHHH SEMUA ANJJJ,1.91908044395505E+018,,imstudyrn,in,,0,0,0,https://x.com/undefined/status/1919080443955048500,1.21036213515223E+018,,
1.91905925781693E+018,Sun May 04 17:11:00 +0000 2025,1,@somexthread harusnya program MBG seperti ini aja disekolah,1.91907731256761E+018,,somexthread,in,,0,0,0,https://x.com/undefined/status/1919077312567611577,9.72796008164807E+017,,
1.91907532909808E+018,Sun May 04 17:03:07 +0000 2025,0,Dulu ada program salah sati capres Satu Keluarga Satu Sarjana dimana ada subsidi tiap keluarga minimal satu orang bisa kuliah &amp, itu game changer banget tapi malah yang menang yg punya program MBG. Bukti bahwa Indo senang diberi ikan dibanding kail. Sue kan ,1.91907532909808E+018,,,in,,0,0,0,https://x.com/undefined/status/1919075329098084462,1.34645493897764E+018,
1.9188297658987E+018,Sun May 04 17:02:50 +0000 2025,0,@GenZNusantara Program MBG di Bombana Sulteng makin kuat bareng BPOM semoga manfaatnya makin luas buat semua keluarga,1.9190752553451E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919075255345098969,1.70108184169515E+018,,
1.91848549004468E+018,Sun May 04 16:53:42 +0000 2025,3,@irfan_parakarsa @ardisatriawan Quote ( Salah satunya pembiayaan proyek MBG harus dimodalin pelaksana ? ) Ocehan bgni oceham penjilat koruptor ! Udah tau ga ad modal malah MKSA program jalan...? Kan anying ......,1.91907295884653E+018,,irfan_parakarsa,in,,0,0,0,https://x.com/undefined/status/1919072958846534094,1.25918148920534E+018,,
1.91883002948141E+018,Sun May 04 16:51:06 +0000 2025,0,@GenZNusantara Dukung terus sinergi BPOM dan puskesmas biar Program MBG bisa jalan optimal dan makin banyak yang sehat,1.91907230543246E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919072305432461566,1.69602069608919E+018,,
1.91883002948141E+018,Sun May 04 16:51:00 +0000 2025,0,@GenZNusantara Warga Cianjur patut bangga program MBG didampingi BPOM dan makin banyak yang merasakan manfaat positifnya setiap hari,1.91907227992687E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919072279926866071,1.70110398210899E+018,,
1.9188297658987E+018,Sun May 04 16:43:14 +0000 2025,0,@GenZNusantara Bandung jadi pionir program MBG berkualitas hasil kolaborasi solid bareng BPOM,1.91907032302006E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919070323020054994,1.84932930568131E+018,,
1.91906995231468E+018,Sun May 04 16:41:45 +0000 2025,0,https://t.co/DBrFcWOkyg Program MBG sarat persaingan antar peminat tender pengadaan barang dan jasa jadi rawan konflik dan sabotase sebab aneh kejadian selalu terulang dan terulang lagi,1.91906995231468E+018,,,in,,0,0,0,https://x.com/undefined/status/1919069952314683898,1.79828368767685E+018,,
1.91906607734393E+018,Sun May 04 16:26:22 +0000 2025,0,WADUH GIMANA NIH..? Program MBG di Kotagede Yogyakarta Mandek Ribuan Siswa Terdampak https://t.co/jxNKkDkFYO lewat @BERGELORA.COM https://t.co/cL0J1R4wEe,1.91906607734393E+018,https://pbs.twimg.com/media/GqHkbTSaYAAv1zj.jpg,,in,,0,0,0,https://x.com/undefined/status/1919066077343932630,1.28451839488086E+018,,
1.9188297658987E+018,Sun May 04 16:24:24 +0000 2025,0,@GenZNusantara Bandung semakin keren BPOM hadir jaga mutu makanan di Program MBG masyarakat tetap aman,1.91906558545275E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919065585452745019,1.68952707922917E+018,,
1.91868838136379E+018,Sun May 04 16:13:54 +0000 2025,8,@Tu4nB4ron @sociotalker Coba jelasin teknisnya MBG gimana? Itu juga kalo ada sih. Kan ide dadakan ajaJadi presiden kok visi misinya dadakan Jelasin juga program hilirisasi ketahanan pangan menghapus kemiskinan sekolah gratis 3000 FK itu gimana? GIMANAAAA?,1.91906294244565E+018,,Tu4nB4ron,in,,0,0,1,https://x.com/undefined/status/1919062942445654151,74379995,,
1.91883002948141E+018,Sun May 04 16:13:35 +0000 2025,0,@GenZNusantara Bandung nggak ragu setiap lini program MBG diawasi BPOM buat jaga kualitas dari awal sampe akhir,1.91906286340843E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919062863408427215,1.68626227298823E+018,,
1.91901783129264E+018,Sun May 04 16:11:24 +0000 2025,0,@jokovvl Peneliti?ijasahnya dokter kenapa tak teliti trng kesehatan contoh nie program mbg teliti dong before afternya.apakah berdampak peningkatan fisik dan kecerdasan anak.nah kan berguna buat masukan pemerintah.tuduhan ijasah palsu? Ya udahlah ya.tanda tanya gelarnya Bu?,1.91906231095991E+018,,jokovvl,in,,0,1,0,https://x.com/undefined/status/1919062310959911276,1.78045022143841E+018,,
1.91883002948141E+018,Sun May 04 16:10:43 +0000 2025,0,@GenZNusantara Tasikmalaya happy banget BPOM hadir dalam program MBG keamanan pangan terjamin buat semua,1.91906214118255E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919062141182550340,1.68663866415846E+018,,
1.91866774457859E+018,Sun May 04 16:06:52 +0000 2025,0,@JemsSafir @Diihhhhhhhhhh @lathifkumoro mbg program presiden lo gimane tolol? berjalan lancar gak? GOBLOK,1.91906117141762E+018,,JemsSafir,in,,0,0,0,https://x.com/undefined/status/1919061171417620662,1.66537221791039E+018,,
1.91883002948141E+018,Sun May 04 15:58:55 +0000 2025,0,@GenZNusantara Nggak ragu lagi Program MBG diawasi BPOM berarti kualitasnya top,1.91905917333943E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919059173339431027,1.69606755523094E+018,,
1.9190577408754E+018,Sun May 04 15:53:14 +0000 2025,0,Program MBG juga diharapkan dapat menjangkau seluruh wilayah Indonesia termasuk daerah-daerah terpencil yang seringkali menghadapi kesulitan dalam mendapatkan akses ke pangan bergizi #LanjutkanMBGIndonesiaGemilang Lanjutkan MBG Dada TVRI Besok Senin Paha #HOS_TOUR_JAKARTA_D2 https://t.co/8w89FZWUzq,1.9190577408754E+018,https://pbs.twimg.com/media/GqHczNGaUAAGLU2.jpg,,in,,0,0,0,https://x.com/undefined/status/1919057740875403565,44688516,,
1.91905765858315E+018,Sun May 04 15:52:54 +0000 2025,0,Program MBG bertujuan untuk mendukung tumbuh kembang anak-anak kesehatan ibu hamil dan menyusui serta meningkatkan kualitas pendidikan #LanjutkanMBGIndonesiaGemilang Lanjutkan MBG Dada TVRI Besok Senin Paha #HOS_TOUR_JAKARTA_D2 https://t.co/KZfs8P5fSh,1.91905765858315E+018,https://pbs.twimg.com/ext_tw_video_thumb/1919057292693323776/pu/img/fISq_kx3CeGlStLb.jpg,,in,,0,0,0,https://x.com/undefined/status/1919057658583146616,44688516,,
1.91905683895744E+018,Sun May 04 15:49:39 +0000 2025,0,Program Makan Bergizi Gratis (MBG) adalah langkah strategis yang sangat baik untuk meningkatkan kesejahteraan masyarakat dan mengatasi masalah gizi buruk serta stunting di Indonesia. #LanjutkanMBGIndonesiaGemilang Lanjutkan MBG Dada TVRI Besok Senin Paha #HOS_TOUR_JAKARTA_D2 https://t.co/8s2qSTboxA,1.91905683895744E+018,https://pbs.twimg.com/media/GqHb_5sbIAAX5Zh.jpg,,in,,0,0,1,https://x.com/undefined/status/1919056838957437237,44688516,,
1.91905084254135E+018,Sun May 04 15:25:49 +0000 2025,1,Dengan MBG Berbagai manfaat bisa Kita dapatkan dari program tersebut. Indonesia bergenerasi sehat dan cerdas. #FaktaIndonesia #MakanBergiziGratis #ManfaatMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/M8upCMHrb1,1.91905084254135E+018,https://pbs.twimg.com/media/GqHWkYBXYAAYRp5.jpg,,in,,0,0,0,https://x.com/undefined/status/1919050842541351224,714232837,,
1.91904959980702E+018,Sun May 04 15:20:53 +0000 2025,0,Presiden RI Prabowo Subianto memberikan pengarahan langsung kepada ribuan petugas lapangan di dapur program Makan Bergizi Gratis (MBG). Presiden meminta agar petugas menyatakan petugas Satuan Pelayanan Pemenuhan Gizi (SPPG) bekerja dgn teliti berintegritas dan tidak https://t.co/bziTXpsG8d,1.91904959980702E+018,https://pbs.twimg.com/media/GqHVbtyaYAA3ADt.jpg,,in,,0,0,0,https://x.com/undefined/status/1919049599807021568,121640063,,
1.91904758873896E+018,Sun May 04 15:12:53 +0000 2025,0,Manfaat Program MBG #FaktaIndonesia #MakanBergiziGratis #ManfaatMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/o60GnKzMS7,1.91904758873896E+018,https://pbs.twimg.com/media/GqHTmthacAADJV9.jpg,,in,,0,0,0,https://x.com/undefined/status/1919047588738957564,1.56553761505478E+018,,
1.91904756275912E+018,Sun May 04 15:12:47 +0000 2025,0,Manfaat Program MBG #FaktaIndonesia #MakanBergiziGratis #ManfaatMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/98UrbHsbvQ,1.91904756275912E+018,https://pbs.twimg.com/media/GqHTlX4a0AAnb6Q.jpg,,in,,0,0,0,https://x.com/undefined/status/1919047562759119047,1.56553761505478E+018,,
1.91904635220338E+018,Sun May 04 15:07:59 +0000 2025,0,Program MBG menciptakan peluang baru dari kualitas gizi hingga penyerapan tenaga kerja. #ProgramMBG #ManfaatMBG https://t.co/y2cLEshPZH,1.91904635220338E+018,https://pbs.twimg.com/media/GqHSb-jbYAAdESm.jpg,,in,,0,0,0,https://x.com/undefined/status/1919046352203378724,1.68687027996688E+018,,
1.91848549004468E+018,Sun May 04 15:04:42 +0000 2025,0,@ardisatriawan Pernah diajak rapat disekolah anak membahas sosialisasi MBG pas diawal pembahasan pihak sekolah keukeuh meminta dananya saja karena sebelum ada program MGB sekolah sudah ada program sendiri dan memperhatikan makanan murid (Ada menu khusus u/ anak yg alergi) cont.,1.91904552718378E+018,,ardisatriawan,in,,0,1,0,https://x.com/undefined/status/1919045527183782292,568410299,,
1.9190396575366E+018,Sun May 04 15:04:41 +0000 2025,0,@redlipzxx Kan ada program mbg masa masi kurang si,1.91904552437776E+018,,redlipzxx,in,,0,1,0,https://x.com/undefined/status/1919045524377755755,1.89592191475084E+018,,
1.91883002948141E+018,Sun May 04 15:04:34 +0000 2025,0,@GenZNusantara Program MBG makin terjaga berkat pengawasan cermat dari BPOM dan puskesmas yang super responsif,1.91904549452691E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919045494526906531,1.68485967641929E+018,,
1.91883002948141E+018,Sun May 04 14:56:19 +0000 2025,0,@GenZNusantara Bandung terus sukseskan program MBG BPOM hadir jadi jaminan mutu dan keamanan panganSalut sama BPOM bareng Puskesmas Cakung makin yakin Program MBG bakal sukses besar di Karanganyar masyarakat makin sehat dan semangat,1.91904341833831E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919043418338308315,1.7000435737131E+018,,
1.9188297658987E+018,Sun May 04 14:50:33 +0000 2025,0,@GenZNusantara Tasikmalaya makin aware soal gizi program MBG makin keren berkat BPOM,1.91904196755348E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919041967553482861,1.68950239018422E+018,,
1.91848549004468E+018,Sun May 04 14:45:15 +0000 2025,0,@ardisatriawan Sudah jelas ini proyek bancakan. Mbg ini mencontek dari program pemda dki. dki mampu kasih makan siswa karna pad besar. Jgn sama ratakan pad tiap provinsi dgn dki. Di dki mbg kerjasama sama org2 kantin untuk menyediakan makan bagi siswa. Jadi pedagang kantin ga hilang penghasilan,1.91904063432681E+018,,ardisatriawan,in,,0,0,0,https://x.com/undefined/status/1919040634326806650,1.86431251563275E+018,,
1.91903766749034E+018,Sun May 04 14:33:28 +0000 2025,0,https://t.co/NjwU5Ebwjp Begini cara mengetahui makanan basi dari program MBG menurut ahli gizi UGM. #mbg #makanbergizigratis #ugm #ahligizi,1.91903766749034E+018,,,in,,0,0,0,https://x.com/undefined/status/1919037667490341050,1.89274937751053E+018,,
1.91848549004468E+018,Sun May 04 14:31:32 +0000 2025,0,@AbuRuri39032 @dinhojadi @ardisatriawan Rakyat kecil yg ga mampu menyekolahkan anaknya apa bisa merasakan dampak program MBG?,1.91903717973444E+018,,AbuRuri39032,in,,0,0,0,https://x.com/undefined/status/1919037179734442330,618869611,,
1.91887825308919E+018,Sun May 04 14:18:37 +0000 2025,4,@ARSIPAJA maksud dan tujuan nya apa si tai? masih banyak sekolah yg ga layak kayak sekolah orang ma fokus dulu sama sekolahan yg harus di benahi. ga sadar diri apa program MBG nya gagal total????? isi otak nya apa si anjing,1.91903393173251E+018,,ARSIPAJA,in,,0,1,0,https://x.com/undefined/status/1919033931732508991,1.37383796449775E+018,,
1.91903354894773E+018,Sun May 04 14:17:06 +0000 2025,0,NO COMMENT wowo peduli nggak sih ama siswa siswi yang dikasih MBG hentikan program omong kosong tak guna ini wo udahlah dikasih malah dikasih MBG pula kasihan mereka itu generasi penerus bangsa jangan dirusak ,1.91903354894773E+018,,,in,,0,0,0,https://x.com/undefined/status/1919033548947726675,1.83110204580759E+018,,
1.91883002948141E+018,Sun May 04 14:14:51 +0000 2025,0,@GenZNusantara Dukung terus sinergi BPOM dan puskesmas biar Program MBG bisa jalan optimal dan makin banyak yang sehat,1.91903298039308E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919032980393079157,1.69602069608919E+018,,
1.91875108448468E+018,Sun May 04 14:13:24 +0000 2025,1,@ardisatriawan Keburu program asbun MBG TP tumbalny rakyat di racunin Sama saja kayak kejadian kpps meninggal 2019,1.91903261520759E+018,,ardisatriawan,in,,0,0,0,https://x.com/undefined/status/1919032615207592159,1.8750289093661E+018,,
1.91891737729267E+018,Sun May 04 14:08:31 +0000 2025,0,@tekarok007 MBG dr berita yg aku liat masih banyak keracunannya Desa dengan koperasinya ini belum terasa buat masyarakat luas sih semoga bisa lebih baik. Rumah untuk jurnalis belum ada kelanjutan anak² bermasalah ke barak masih proses pembuktian keefektifan program,1.91903138912033E+018,,tekarok007,in,,0,0,0,https://x.com/undefined/status/1919031389120327843,7.81175338256572E+017,,
1.91903130336774E+018,Sun May 04 14:08:11 +0000 2025,1,Program MBG punya segudang manfaat #FaktaIndonesia #MakanBergiziGratis #ManfaatMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/ulTPz7A2N8,1.91903130336774E+018,https://pbs.twimg.com/media/GqHEy1NbwAAM2dA.jpg,,in,,0,1,0,https://x.com/undefined/status/1919031303367737677,1.87917017517993E+018,,
1.91903126723796E+018,Sun May 04 14:08:02 +0000 2025,0,Program MBG sebagai upaya strategis membangun SDM unggul Indonesia #FaktaIndonesia #MakanBergiziGratis #ManfaatMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/krpksTE9hd,1.91903126723796E+018,https://pbs.twimg.com/media/GqHEwtuaYAAmcwS.jpg,,in,,0,0,0,https://x.com/undefined/status/1919031267237957900,1.87917017517993E+018,,
1.91903117023215E+018,Sun May 04 14:07:39 +0000 2025,0,Program MBG nutrisi anak kuat ekonomi rakyat hebat #FaktaIndonesia #MakanBergiziGratis #ManfaatMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/afBzvdGni7,1.91903117023215E+018,https://pbs.twimg.com/media/GqHErIQbwAAJFCR.jpg,,in,,0,0,0,https://x.com/undefined/status/1919031170232152097,1.87917017517993E+018,,
1.91883002948141E+018,Sun May 04 14:04:09 +0000 2025,0,@GenZNusantara Program MBG kian nyata manfaatnya karena ada pengawasan dan pembinaan yang serius,1.91903028799389E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919030287993889251,1.69502288573862E+018,,
1.91883002948141E+018,Sun May 04 13:57:26 +0000 2025,0,@GenZNusantara Semua pihak yang terlibat pantas dapet apresiasi program MBG makin nyata lewat sinergi solid,1.9190286003527E+018,,GenZNusantara,in,,0,0,0,https://x.com/undefined/status/1919028600352702886,1.69600084174303E+018,,
1.91854107438735E+018,Sun May 04 13:48:36 +0000 2025,0,@nyawnyaw45 @weewooings @barengwarga @BersamaWarga Betul ada 25 juta penerima MBG yg baik menu nya gak di up tp ada sedikit berita yg disebabkan human eror rame2 pada ngecap program gagal gagal itu bila pelaksanaanya lebih dr 50% eror makanya Lanjutkan MBG menjadi semakin baik sampai zero masalah,1.91902637566893E+018,,nyawnyaw45,in,,0,0,0,https://x.com/undefined/status/1919026375668932823,1.72590872310386E+018,,
1.91892651502411E+018,Sun May 04 13:39:25 +0000 2025,0,@Basuki80844076 @rmol_id MBG program pemerintah itu gratis ..tis loh makanya Lanjutkan MBG,1.91902406529933E+018,,Basuki80844076,in,,0,0,0,https://x.com/undefined/status/1919024065299333230,1.72590872310386E+018,,
